"Rk","Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","X90s","Goals","Shots","SoT","SoT.","G.Sh","G.SoT","ShoDist","ShoFK","ShoPK","PKatt","PasTotCmp","PasTotAtt","PasTotCmp.","PasTotDist","PasTotPrgDist","PasShoCmp","PasShoAtt","PasShoCmp.","PasMedCmp","PasMedAtt","PasMedCmp.","PasLonCmp","PasLonAtt","PasLonCmp.","Assists","PasAss","Pas3rd","PPA","CrsPA","PasProg","PasAtt","PasLive","PasDead","PasFK","TB","PasPress","Sw","PasCrs","CK","CkIn","CkOut","CkStr","PasGround","PasLow","PasHigh","PaswLeft","PaswRight","PaswHead","TI","PaswOther","PasCmp","PasOff","PasOut","PasInt","PasBlocks","SCA","ScaPassLive","ScaPassDead","ScaDrib","ScaSh","ScaFld","ScaDef","GCA","GcaPassLive","GcaPassDead","GcaDrib","GcaSh","GcaFld","GcaDef","Tkl","TklWon","TklDef3rd","TklMid3rd","TklAtt3rd","TklDri","TklDriAtt","TklDri.","TklDriPast","Press","PresSucc","Press.","PresDef3rd","PresMid3rd","PresAtt3rd","Blocks","BlkSh","BlkShSv","BlkPass","Int","Tkl.Int","Clr","Err","Touches","TouDefPen","TouDef3rd","TouMid3rd","TouAtt3rd","TouAttPen","TouLive","DriSucc","DriAtt","DriSucc.","DriPast","DriMegs","Carries","CarTotDist","CarPrgDist","CarProg","Car3rd","CPA","CarMis","CarDis","RecTarg","Rec","Rec.","RecProg","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","AerWon","AerLost","AerWon.","sofifa_id","player_url","short_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
552,"Álex Collado","ESP","MFFW","Granada","La Liga",23,1999,17,13,1020,11.3,0.18,1.5,0.71,47.1,0.12,0.25,23.8,0.09,0,0,24.8,33.1,74.9,430,101.9,12.4,14.4,85.9,8.94,11,81.5,2.92,5.84,50,0.09,1.33,2.39,0.8,0.18,2.12,33.1,28.8,4.34,1.59,0.18,7.7,1.24,1.24,1.68,0.97,0.71,0,23.2,4.25,5.66,27.3,3.63,0.8,0.44,0.44,24.8,0.35,0.8,1.24,1.59,2.92,1.86,0.44,0.35,0.18,0.09,0,0.18,0.09,0.09,0,0,0,0,2.92,1.59,0.8,1.5,0.62,0.8,2.48,32.1,1.68,32.3,6.81,21.1,6.73,17.2,8.41,2.57,0.27,0,2.3,2.12,5.04,0.62,0,49.6,1.06,7.35,23.9,22.5,2.12,45.7,1.86,3.45,53.8,1.86,0.27,33.5,180.4,89.7,5.75,2.21,0.8,2.21,2.3,36.5,29,79.6,2.74,0.09,0,0,1.68,1.59,0,1.24,1.59,0,0,0,7.08,0.71,1.68,29.6,242999,"https://sofifa.com/player/242999/alex-collado-gutierrez/220002","Álex Collado","RW, CM",67,79,2500000,33000,22,1999-04-22,177,66,241,"FC Barcelona","Spain Primera Division",1,"RES",32,NA,2018-07-01,2023,45,"Spain",NA,NA,NA,"Left",3,3,1,"Medium/Medium","Lean (170-185)","No",5600000,NA,NA,63,65,70,69,56,39,70,64,51,68,53,71,73,75,64,68,64,63,69,66,68,68,43,34,38,70,48,53,62,74,63,67,59,56,57,10,9,12,12,11,NA,"63+2","63+2","63+2","67",67,67,67,"67","68+2","68+2","68+2","66+2","65+2","65+2","65+2","66+2","60+2","59+2","59+2","59+2","60+2","59+2","55+2","55+2","55+2","59+2","17+2","https://cdn.sofifa.net/players/242/999/22_120.png","https://cdn.sofifa.net/teams/241/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/es.png"
556,"Kingsley Coman","FRA","FWDF","Bayern Munich","Bundesliga",25,1996,21,16,1359,15.1,0.4,3.05,1.32,43.5,0.13,0.3,16.9,0,0,0,37.2,47.4,78.4,675.9,153,16.1,19.1,84.4,16.1,20,80.5,4.11,6.16,66.7,0.13,1.72,1.19,2.72,1.26,3.71,47.4,45.5,1.92,0.13,0.2,9.14,1.46,5.23,0.46,0.26,0,0,33.4,6.29,7.68,8.28,36,1.06,1.32,0.07,37.2,0.07,0.6,2.19,1.72,3.38,2.65,0.13,0.2,0.13,0.13,0.13,0.26,0.26,0,0,0,0,0,1.06,0.6,0.13,0.53,0.4,0.26,0.79,33.3,0.53,13.4,3.84,28.7,2.52,5.17,5.7,1.52,0,0,1.52,0.99,2.05,0.33,0,62.6,0.93,5.56,23.1,39.1,8.08,60.9,2.72,4.7,57.7,2.85,0.2,50.5,275,159.5,10.1,2.45,2.32,1.85,2.91,59.5,49.7,83.6,10.7,0.07,0.07,0,0.73,1.59,0.33,5.23,0.6,0,0,0,6.09,0.73,1.26,36.7,213345,"https://sofifa.com/player/213345/kingsley-coman/220002","K. Coman","LM, RM, LW",86,87,8.1e+07,120000,25,1996-06-13,180,76,21,"FC Bayern München","German 1. Bundesliga",1,"SUB",11,NA,2015-08-30,2023,18,"France",1335,"SUB",20,"Right",3,4,4,"Medium/Medium","Unique","Yes",139700000,"#Speedster, #Dribbler, #Acrobat","Injury Prone, Speed Dribbler (AI)",93,76,79,88,30,60,79,75,61,80,77,89,83,70,74,88,94,93,91,85,84,80,73,69,64,73,35,23,85,81,70,78,29,27,21,5,3,5,3,5,NA,"80+3","80+3","80+3","85",84,84,84,"85","84+3","84+3","84+3","84+3","75+3","75+3","75+3","84+3","60+3","55+3","55+3","55+3","60+3","56+3","45+3","45+3","45+3","56+3","13+3","https://cdn.sofifa.net/players/213/345/22_120.png","https://cdn.sofifa.net/teams/21/60.png","https://cdn.sofifa.net/flags/de.png","https://cdn.sofifa.net/teams/1335/60.png","https://cdn.sofifa.net/flags/fr.png"
576,"Joaquín Correa","ARG","FW","Inter","Serie A",27,1994,26,12,1025,11.4,0.53,3.07,1.4,45.7,0.17,0.38,12.8,0,0,0,25.1,30.1,83.4,361.6,78.9,15,17.7,84.7,7.54,8.68,86.9,1.4,1.67,84.2,0.09,1.58,1.58,1.49,0.09,3.33,30.1,29.5,0.61,0.09,0.09,5.7,0.53,0.96,0.09,0,0,0,24.8,3.77,1.49,2.11,25.5,0.88,0.09,0.79,25.1,0.09,0.53,0.88,0.61,3.33,2.46,0,0.35,0.35,0.18,0,0.26,0.18,0,0,0.09,0,0,1.14,0.61,0.09,0.35,0.7,0.18,0.88,20,0.7,19.3,4.74,24.5,1.49,7.37,10.4,0.7,0.18,0,0.53,0.7,1.84,0.26,0,43.8,0.44,1.93,17.5,28.4,7.98,43.2,1.14,2.81,40.6,1.4,0.09,33.2,199.9,123.3,6.58,2.28,1.93,2.54,1.67,46.1,34.2,74.1,8.42,0.18,0,0,1.4,1.75,0.09,0.96,0.61,0,0,0,4.91,1.14,1.84,38.2,215330,"https://sofifa.com/player/215330/joaquin-correa/220002","J. Correa","CF, ST, CAM",81,82,3.1e+07,76000,26,1994-08-13,189,75,44,"Inter","Italian Serie A",1,"SUB",19,"Lazio",NA,2022,52,"Argentina",1369,"SUB",16,"Right",4,4,1,"Medium/Medium","Normal (185+)","Yes",NA,NA,"Finesse Shot, Flair, Technical Dribbler (AI)",84,75,77,85,39,69,74,77,68,81,75,88,81,63,74,86,81,87,83,80,67,79,63,76,74,71,48,36,79,78,57,73,39,37,26,11,10,7,8,8,NA,"79+2","79+2","79+2","81",81,81,81,"81","81+1","81+1","81+1","81+1","75+2","75+2","75+2","81+1","63+2","60+2","60+2","60+2","63+2","59+2","52+2","52+2","52+2","59+2","17+2","https://cdn.sofifa.net/players/215/330/22_120.png","https://cdn.sofifa.net/teams/44/60.png","https://cdn.sofifa.net/flags/it.png","https://cdn.sofifa.net/teams/1369/60.png","https://cdn.sofifa.net/flags/ar.png"
589,"Thibaut Courtois","BEL","GK","Real Madrid","La Liga",30,1992,36,36,3240,36,0,0,0,0,0,0,0,0,0,0,26,31.6,82.2,659.9,354.4,4.89,4.89,100,14.3,14.4,99.8,6.64,12.3,54.2,0,0,0.11,0,0,0.03,31.6,24.6,7,1.17,0,2.36,0.64,0,0,0,0,0,22,1.08,8.53,16.9,9.11,0.03,0,5.22,26,0.06,0.83,0.39,0,0.08,0.08,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.11,0,0,0.11,0,0,0,0,0,0,0,0,0.03,0.03,33.6,30.3,33.5,0.08,0,0,26.6,0,0,0,0,0,18.3,81.3,40.6,0,0,0,0,0,18.6,18.4,99.1,0,0.03,0,0,0.03,0.06,0,0,0,0,0.03,0,3.69,0,0,0,192119,"https://sofifa.com/player/192119/thibaut-courtois/220002","T. Courtois","GK",89,91,85500000,250000,29,1992-05-11,199,96,243,"Real Madrid CF","Spain Primera Division",1,"GK",1,NA,2018-08-09,2026,7,"Belgium",1325,"GK",1,"Left",3,1,4,"Medium/Medium","Unique","Yes",181700000,NA,"GK Long Throw, Comes For Crosses",NA,NA,NA,NA,NA,NA,14,14,13,33,12,13,19,20,35,23,42,52,62,84,45,56,68,38,70,17,23,15,13,44,27,66,20,18,16,84,89,74,86,88,46,"31+3","31+3","31+3","29",31,31,31,"29","32+3","32+3","32+3","31+3","32+3","32+3","32+3","31+3","29+3","31+3","31+3","31+3","29+3","29+3","29+3","29+3","29+3","29+3","86+3","https://cdn.sofifa.net/players/192/119/22_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1325/60.png","https://cdn.sofifa.net/flags/be.png"
590,"Philippe Coutinho","BRA","MFFW","Aston Villa","Premier League",29,1992,19,16,1329,14.8,0.34,2.91,1.08,37.2,0.12,0.31,20.6,0.34,0,0,35.6,43.3,82.2,609.5,153.9,18.3,20.9,87.7,12.6,14.6,86.6,3.72,5.68,65.5,0.2,1.69,4.59,0.88,0.2,4.05,43.3,41.1,2.16,0.47,0.2,7.7,0.81,0.88,0.41,0.2,0.2,0,33,3.72,6.55,2.36,38.7,1.08,0.2,0.54,35.6,0.34,0.74,1.55,1.15,3.65,2.57,0.27,0.27,0.34,0.2,0,0.41,0.34,0,0,0.07,0,0,1.35,0.74,0.34,0.54,0.47,0.47,0.95,50,0.47,14.9,3.24,21.7,3.45,7.43,4.05,1.15,0.07,0,1.08,0.54,1.89,0.2,0,55.7,0.54,6.01,30.5,24,3.51,53.2,1.82,2.84,64.3,1.89,0.41,42.5,220.5,132.6,7.7,2.97,0.88,2.57,1.69,52.3,43,82.3,4.59,0,0,0,0.68,1.49,0.27,0.88,0.74,0,0,0,6.28,0.41,1.49,21.4,189242,"https://sofifa.com/player/189242/philippe-coutinho-correia/220002","Coutinho","CAM, LW, CM",82,82,3e+07,165000,29,1992-06-12,172,68,241,"FC Barcelona","Spain Primera Division",1,"SUB",14,NA,2018-01-06,2023,54,"Brazil",NA,NA,NA,"Right",4,5,4,"High/Medium","Normal (170-185)","Yes",61500000,"#Dribbler, #FK Specialist, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",69,79,80,88,52,59,78,75,48,80,78,89,90,86,77,89,74,65,89,80,92,82,58,74,52,86,59,49,80,82,70,79,55,54,47,12,7,9,14,6,NA,"75+3","75+3","75+3","81",81,81,81,"81","82","82","82","80+2","79+3","79+3","79+3","80+2","68+3","67+3","67+3","67+3","68+3","64+3","57+3","57+3","57+3","64+3","17+3","https://cdn.sofifa.net/players/189/242/22_120.png","https://cdn.sofifa.net/teams/241/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/br.png"
591,"Philippe Coutinho","BRA","MFFW","Barcelona","La Liga",29,1992,12,5,503,5.6,0.36,4.11,1.07,26.1,0.04,0.17,18,0.18,0.18,0.18,49.1,58.6,83.8,762.3,184.5,29.6,31.3,94.9,13,16.6,78.5,4.64,7.86,59.1,0,0.36,4.11,2.32,0.36,4.64,58.6,55,3.57,1.25,0,8.57,2.14,1.61,1.61,0.54,0.71,0,44.6,7.32,6.61,2.86,53.9,0.36,0.71,0.54,49.1,0.18,1.25,1.43,0.89,2.86,1.96,0.36,0.18,0,0.18,0.18,0.71,0.54,0,0,0,0.18,0,1.43,0.89,0.36,0.54,0.54,0.54,1.43,37.5,0.89,11.3,2.86,25.4,2.14,5,4.11,1.43,0,0,1.43,1.07,2.5,0.18,0.18,75.2,0.89,4.82,34.3,43.9,4.64,72,2.14,3.57,60,2.14,0.71,58.2,299.6,165.2,9.46,3.93,0.89,2.14,3.93,72.9,62.5,85.8,9.46,0.18,0,0,1.43,3.21,0.36,1.61,0.89,0.18,0,0,4.64,0.36,0.71,33.3,189242,"https://sofifa.com/player/189242/philippe-coutinho-correia/220002","Coutinho","CAM, LW, CM",82,82,3e+07,165000,29,1992-06-12,172,68,241,"FC Barcelona","Spain Primera Division",1,"SUB",14,NA,2018-01-06,2023,54,"Brazil",NA,NA,NA,"Right",4,5,4,"High/Medium","Normal (170-185)","Yes",61500000,"#Dribbler, #FK Specialist, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",69,79,80,88,52,59,78,75,48,80,78,89,90,86,77,89,74,65,89,80,92,82,58,74,52,86,59,49,80,82,70,79,55,54,47,12,7,9,14,6,NA,"75+3","75+3","75+3","81",81,81,81,"81","82","82","82","80+2","79+3","79+3","79+3","80+2","68+3","67+3","67+3","67+3","68+3","64+3","57+3","57+3","57+3","64+3","17+3","https://cdn.sofifa.net/players/189/242/22_120.png","https://cdn.sofifa.net/teams/241/60.png","https://cdn.sofifa.net/flags/es.png",NA,"https://cdn.sofifa.net/flags/br.png"
603,"Juan Cuadrado","COL","DFMF","Juventus","Serie A",34,1988,33,28,2487,27.6,0.14,1.3,0.47,36.1,0.11,0.31,21.1,0.18,0,0,57.6,67.7,85.1,1183.7,369.7,21.7,23.7,91.6,25.8,28.7,89.7,9.64,13.9,69.1,0.11,2.14,3.91,1.59,0.58,6.09,67.7,59.8,7.86,1.99,0,5.58,3.99,2.93,1.96,0.94,0.8,0.04,47.5,8.62,11.5,7.36,54.4,1.2,3.91,0.25,57.6,0.11,0.69,1.63,1.05,3.88,2.57,0.76,0.25,0.07,0.11,0.11,0.4,0.22,0.04,0.11,0,0.04,0,2.07,1.05,1.34,0.54,0.18,0.87,1.52,57.1,0.65,11.1,3.77,33.9,4.96,4.53,1.63,1.45,0.18,0,1.27,1.56,3.62,0.98,0,79.1,2.54,19.7,40,25.4,2.64,71.6,1.38,2.54,54.3,1.49,0.04,55.5,266,167.7,7.32,2.1,0.98,1.27,1.09,61.1,56.1,91.8,3.3,0.33,0,0,1.01,1.92,0.04,2.93,1.05,0,0,0,8.33,0.65,0.62,51.4,193082,"https://sofifa.com/player/193082/juan-cuadrado/220002","J. Cuadrado","RB, RM",83,83,1.9e+07,95000,33,1988-05-26,179,72,45,"Juventus","Italian Serie A",1,"RM",11,NA,2015-02-02,2022,56,"Colombia",NA,NA,NA,"Right",3,5,3,"High/Medium","Lean (170-185)","Yes",31400000,"#Speedster, #Dribbler, #Acrobat","Flair, Technical Dribbler (AI)",90,75,77,87,76,72,84,70,67,81,70,90,80,69,69,85,91,89,94,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,83,5,5,13,6,9,NA,"78+3","78+3","78+3","83",81,81,81,"83","81+2","81+2","81+2","82+1","78+3","78+3","78+3","82+1","81+2","77+3","77+3","77+3","81+2","81+2","76+3","76+3","76+3","81+2","15+3","https://cdn.sofifa.net/players/193/082/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/co.png"
608,"Mickaël Cuisance","FRA","MF","Venezia","Serie A",22,1999,13,13,918,10.2,0,0.59,0.1,16.7,0,0,20.3,0.2,0,0,27.9,36,77.7,549.2,147.5,11.3,13.1,85.8,11.8,14.6,80.5,4.61,7.06,65.3,0,0.98,3.24,0.69,0,2.75,36,33.4,2.55,0.98,0.1,7.75,1.08,0.78,0.88,0.39,0.29,0.1,26.8,3.73,5.49,27.2,6.18,0.98,0.29,0.1,27.9,0,0.39,1.86,0.69,2.06,1.67,0.1,0,0.2,0.1,0,0.1,0.1,0,0,0,0,0,1.76,1.18,0.49,0.98,0.29,0.88,2.35,37.5,1.47,24,6.47,26.9,8.92,11.9,3.24,1.86,0,0,1.86,1.96,3.73,0.39,0,47.7,0.39,10.3,27.3,13.7,0.59,45.1,1.67,2.84,58.6,1.86,0.29,33.2,148.7,68,3.24,1.08,0.1,0.88,2.84,34.2,29.8,87.1,2.65,0.2,0,0,1.47,0.98,0.1,0.78,1.18,0,0.1,0,8.33,1.27,1.08,54.2,239744,"https://sofifa.com/player/239744/michael-cuisance/220002","M. Cuisance","CM, CAM, CDM",73,81,7e+06,35000,21,1999-08-16,181,74,21,"FC Bayern München","German 1. Bundesliga",1,"RES",17,NA,2019-08-17,2024,18,"France",NA,NA,NA,"Left",3,4,1,"Medium/Medium","Normal (170-185)","Yes",1.3e+07,NA,"Flair, Long Shot Taker (AI)",69,67,78,77,53,62,77,59,49,78,63,77,85,74,80,79,76,63,84,69,75,78,59,64,64,75,57,48,63,78,61,62,49,61,55,9,14,11,8,15,NA,"67+2","67+2","67+2","73",72,72,72,"73","74+2","74+2","74+2","73+2","73+2","73+2","73+2","73+2","65+2","65+2","65+2","65+2","65+2","63+2","58+2","58+2","58+2","63+2","18+2","https://cdn.sofifa.net/players/239/744/22_120.png","https://cdn.sofifa.net/teams/21/60.png","https://cdn.sofifa.net/flags/de.png",NA,"https://cdn.sofifa.net/flags/fr.png"
609,"Mickaël Cuisance","FRA","MF","Bayern Munich","Bundesliga",22,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,100,110,90.9,2150,620,40,40,100,10,10,100,40,50,80,0,10,30,0,0,30,110,110,0,0,0,10,0,0,0,0,0,0,90,10,10,110,0,0,0,0,100,0,10,0,0,40,30,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,40,10,25,0,30,10,0,0,0,0,0,10,0,0,130,0,40,70,30,20,130,10,20,50,10,0,90,920,340,10,0,0,0,10,130,100,76.9,10,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,239744,"https://sofifa.com/player/239744/michael-cuisance/220002","M. Cuisance","CM, CAM, CDM",73,81,7e+06,35000,21,1999-08-16,181,74,21,"FC Bayern München","German 1. Bundesliga",1,"RES",17,NA,2019-08-17,2024,18,"France",NA,NA,NA,"Left",3,4,1,"Medium/Medium","Normal (170-185)","Yes",1.3e+07,NA,"Flair, Long Shot Taker (AI)",69,67,78,77,53,62,77,59,49,78,63,77,85,74,80,79,76,63,84,69,75,78,59,64,64,75,57,48,63,78,61,62,49,61,55,9,14,11,8,15,NA,"67+2","67+2","67+2","73",72,72,72,"73","74+2","74+2","74+2","73+2","73+2","73+2","73+2","73+2","65+2","65+2","65+2","65+2","65+2","63+2","58+2","58+2","58+2","63+2","18+2","https://cdn.sofifa.net/players/239/744/22_120.png","https://cdn.sofifa.net/teams/21/60.png","https://cdn.sofifa.net/flags/de.png",NA,"https://cdn.sofifa.net/flags/fr.png"
617,"Danilo D'Ambrosio","ITA","DF","Inter","Serie A",33,1988,20,9,1000,11.1,0.09,1.26,0.27,21.4,0.07,0.33,9,0,0,0,58.9,66.4,88.7,1135.1,336.8,23.6,25.2,93.6,26.6,28.4,93.7,7.93,11.2,71,0.09,0.18,3.33,0.27,0,2.52,66.4,64.1,2.25,1.62,0.09,5.32,2.25,0.45,0,0,0,0,51.4,5.68,9.28,18.2,44.4,1.98,0.63,0.18,58.9,0,0.9,0.81,0.81,0.72,0.63,0,0,0,0,0.09,0.27,0.27,0,0,0,0,0,2.61,1.62,1.44,0.99,0.18,0.72,1.8,40,1.08,10.3,4.05,39.5,5.32,3.06,1.89,2.43,0.9,0.09,1.53,0.9,3.51,2.16,0.09,77.7,9.19,37.3,35.6,8.74,2.25,75.6,0.27,0.27,100,0.27,0.09,55,244.5,122.7,2.79,0.63,0.09,1.08,0.54,59.5,57.2,96.2,1.62,0.18,0,0,1.35,0.45,0.09,0.45,1.62,0,0,0,8.56,2.16,1.62,57.1,198946,"https://sofifa.com/player/198946/danilo-dambrosio/220002","D. D'Ambrosio","CB, RB",79,79,11500000,85000,32,1988-09-09,180,75,44,"Inter","Italian Serie A",1,"SUB",33,NA,2021-08-11,2022,27,"Italy",NA,NA,NA,"Right",3,3,2,"Medium/Medium","Normal (170-185)","Yes",19600000,NA,"Solid Player",70,56,67,71,80,79,73,48,84,71,57,71,63,62,67,69,74,67,72,78,69,66,84,80,78,58,79,78,66,58,60,73,80,80,79,9,10,15,13,15,NA,"67+2","67+2","67+2","67",67,67,67,"67","67+2","67+2","67+2","69+2","69+2","69+2","69+2","69+2","75+2","75+2","75+2","75+2","75+2","76+2","79","79","79","76+2","19+2","https://cdn.sofifa.net/players/198/946/22_120.png","https://cdn.sofifa.net/teams/44/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/it.png"
622,"Colin Dagba","FRA","DF","Paris S-G","Ligue 1",23,1998,3,2,165,1.8,0,0,0,0,0,0,0,0,0,0,71.1,77.8,91.4,1006.1,216.7,39.4,41.7,94.7,28.9,31.7,91.2,1.67,2.22,75,0,1.11,2.78,1.67,1.11,2.78,77.8,70,7.78,0.56,0,4.44,0,3.33,0,0,0,0,63.3,11.7,2.78,6.67,62.2,1.11,7.22,0,71.1,0,0.56,1.11,2.22,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0.56,1.11,0.56,0,1.11,3.33,33.3,2.22,16.1,2.78,17.2,3.89,6.67,5.56,2.22,1.11,0,1.11,1.67,3.33,0,0,87.8,2.78,9.44,44.4,41.7,3.33,80.6,0.56,1.67,33.3,0.56,0,66.7,359.4,215,12.8,4.44,0.56,0.56,1.67,76.1,70,92,2.22,0.56,0,0,2.78,1.11,0,3.33,0.56,0,0,0,3.33,0.56,0.56,50,241497,"https://sofifa.com/player/241497/colin-dagba/220002","C. Dagba","RB",76,80,1e+07,49000,22,1998-09-09,170,62,73,"Paris Saint-Germain","French Ligue 1",1,"RES",17,NA,2018-07-01,2024,18,"France",NA,NA,NA,"Right",2,3,1,"High/Medium","Lean (170-)","Yes",19300000,NA,NA,82,53,70,77,72,61,72,43,54,77,39,76,63,41,68,78,82,82,83,69,86,68,67,70,53,61,68,75,69,65,45,70,73,73,74,7,6,9,11,11,NA,"64+2","64+2","64+2","71",70,70,70,"71","71+2","71+2","71+2","72+2","71+2","71+2","71+2","72+2","74+2","72+2","72+2","72+2","74+2","74+2","69+2","69+2","69+2","74+2","15+2","https://cdn.sofifa.net/players/241/497/22_120.png","https://cdn.sofifa.net/teams/73/60.png","https://cdn.sofifa.net/flags/fr.png",NA,"https://cdn.sofifa.net/flags/fr.png"
627,"Diogo Dalot","POR","DF","Manchester Utd","Premier League",23,1999,24,19,1801,20,0,0.65,0.2,30.8,0,0,21.2,0,0,0,46.7,58.5,79.8,931.5,339.6,18.1,20.9,86.8,21.5,25.4,84.6,6.85,11.1,61.7,0,0.8,3.65,1.3,0.45,4.95,58.5,49.4,9.2,0.55,0.15,7.15,2.25,2.3,0.1,0,0.1,0,33.9,10.5,14.2,4.75,41.9,2.15,8.55,0.15,46.7,0.15,0.8,2.15,1.3,1.85,1.65,0.05,0.1,0,0.05,0,0.25,0.25,0,0,0,0,0,2.9,1.65,1.7,0.75,0.45,1.35,2.2,61.4,0.85,11.6,3.6,31,5.5,4.2,1.9,1.85,0.6,0.15,1.25,2.2,5.1,3.05,0,70.1,4.5,23.1,33.9,16.9,1.4,61.1,0.8,1.4,57.1,0.9,0.1,42,198.4,117.5,4.9,1.2,0.45,1.1,0.75,44.4,41.2,92.9,2.1,0.2,0,0,1,0.35,0.05,2.3,1.65,0,0,0,8.9,1.9,1.1,63.3,234574,"https://sofifa.com/player/234574/jose-diogo-dalot-teixeira/220002","Diogo Dalot","RB, LB",76,82,11500000,68000,22,1999-03-18,184,75,11,"Manchester United","English Premier League",1,"RES",20,NA,2018-06-09,2023,38,"Portugal",NA,NA,NA,"Right",4,3,2,"High/Medium","Normal (170-185)","Yes",23600000,NA,"Injury Prone, Technical Dribbler (AI)",79,60,70,77,72,75,78,52,69,74,44,78,74,44,62,75,78,80,79,74,72,78,84,74,74,64,78,74,70,64,43,76,70,74,70,10,6,10,6,8,NA,"69+2","69+2","69+2","72",71,71,71,"72","71+2","71+2","71+2","73+2","70+2","70+2","70+2","73+2","75+2","72+2","72+2","72+2","75+2","74+2","73+2","73+2","73+2","74+2","15+2","https://cdn.sofifa.net/players/234/574/22_120.png","https://cdn.sofifa.net/teams/11/60.png","https://cdn.sofifa.net/flags/gb-eng.png",NA,"https://cdn.sofifa.net/flags/pt.png"
630,"Danilo","BRA","DFMF","Juventus","Serie A",30,1991,22,22,1893,21,0.05,0.67,0.14,21.4,0.07,0.33,19,0,0,0,60.1,69,87,1190,441.3,20.5,21.8,94.1,30.9,33.8,91.3,7.95,11.9,66.8,0.1,0.71,6,0.76,0.24,4.57,69,60.2,8.81,1.76,0,5.29,1.48,0.62,0,0,0,0,48.1,11,10,5.29,54.1,1.57,7,0.29,60.1,0.38,1,1.33,1,1.76,1.43,0.1,0,0.14,0.1,0,0.14,0.1,0,0,0.05,0,0,1.81,1.05,1.05,0.62,0.14,0.76,1.33,57.1,0.57,7.71,2.57,33.3,3.52,3.1,1.1,1.43,0.62,0,0.81,1.86,3.67,3.05,0,78.5,5.52,28.1,43.7,10.8,0.81,70,0.19,0.43,44.4,0.19,0.05,49.1,190.2,105.8,3.76,1.24,0.14,0.38,0.38,53.5,52.2,97.7,0.71,0.29,0,0,1,0.52,0,0.62,1.05,0,0,0,8.48,1.9,1.1,63.5,199304,"https://sofifa.com/player/199304/danilo-luiz-da-silva/220002","Danilo","RB, LB, CB",81,81,22500000,83000,29,1991-07-15,184,78,45,"Juventus","Italian Serie A",1,"RB",6,NA,2019-08-07,2024,54,"Brazil",NA,NA,NA,"Right",4,3,2,"Medium/High","Lean (170-185)","Yes",37100000,NA,"Solid Player",73,67,73,74,82,79,76,59,76,77,69,73,73,73,74,79,67,77,62,80,65,84,75,77,80,69,78,84,69,64,67,78,82,84,82,14,5,15,14,5,NA,"73+2","73+2","73+2","72",72,72,72,"72","72+2","72+2","72+2","73+2","75+2","75+2","75+2","73+2","79+2","79+2","79+2","79+2","79+2","79+2","81","81","81","79+2","18+2","https://cdn.sofifa.net/players/199/304/22_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png",NA,"https://cdn.sofifa.net/flags/br.png"
